Wage,Age,Club,League,Nation,Position,Apps,Caps,Wage by Apps
101000,22,PTM,Primiera Liga,POR,Defender,25,0,4040
99500,25,Salento,Serie A,BRA,Midfilder,158,0,629
99000,19,Strasbourg,Ligue 1 Uber Eats,FRA,Defender,29,0,3413
96500,22,Torino,Serie A,FRA,Defender,49,0,1969
96500,18,Torino,Serie A,LTU,Midfilder,31,0,3112
96500,19,BRG,Primiera Liga,POR,Forward,31,0,3112
96500,34,Casa Pia,Primiera Liga,CPV,Defender,394,49,244
96500,21,VTSC,Primiera Liga,POR,Midfilder,48,0,2010
96500,28,P. Ferreira,Primiera Liga,BRA,Defender,116,0,831
96500,26,Chaves,Primiera Liga,CPV,Defender,173,2,557
96500,24,P. Ferreira,Primiera Liga,POR,Midfilder,125,0,772
96000,23,Valencia,La Liga,ESP,Midfilder,90,0,1066
95000,21,Sampdoria,Serie A,ITA,Defender,51,0,1862
95000,21,Sassuolo,Serie A,ITA,Goalkeeper,22,0,4318
95000,23,Cremonese,Serie A,ITA,Defender,180,0,527
95000,25,Sampdoria,Serie A,MAR,Midfilder,137,0,693
94000,30,BVT,Primiera Liga,POR,Forward,297,0,316
93500,23,Arouca,Primiera Liga,PLE,Forward,52,27,1798
93000,30,AC Ajaccio,Ligue 1 Uber Eats,COM,Defender,130,32,715
92500,22,OM,Ligue 1 Uber Eats,ESP,Forward,30,0,3083
92000,29,Arouca,Primiera Liga,ARG,Forward,213,0,431
92000,23,Arouca,Primiera Liga,ESP,Defender,101,0,910
92000,25,Arouca,Primiera Liga,URU,Goalkeeper,139,0,661
91500,32,Arouca,Primiera Liga,POR,Midfilder,293,0,312
90500,19,Spezia,Serie A,SVN,Midfilder,42,0,2154
90500,20,Brianza,Serie A,ITA,Goalkeeper,26,0,3480
89500,18,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,3,0,29833
89500,19,SC Freiburg,Bundesliga,GER,Midfilder,32,0,2796
88000,18,PSG,Ligue 1 Uber Eats,ESP,Forward,7,0,12571
87500,33,Brianza,Serie A,ITA,Goalkeeper,318,0,275
87500,22,MRT,Primiera Liga,PER,Forward,51,0,1715
87500,22,Casa Pia,Primiera Liga,POR,Defender,95,0,921
87500,28,BVT,Primiera Liga,URU,Defender,141,0,620
87500,28,P. Ferreira,Primiera Liga,BRA,Defender,148,0,591
87500,27,Gil Vicente,Primiera Liga,GEO,Midfilder,205,34,426
87500,25,Gil Vicente,Primiera Liga,BRA,Midfilder,113,0,774
87500,33,Estoril Praia,Primiera Liga,BRA,Forward,237,0,369
87500,25,VIZ,Primiera Liga,BRA,Goalkeeper,55,0,1590
87500,35,P. Ferreira,Primiera Liga,POR,Goalkeeper,326,1,268
87500,27,VIZ,Primiera Liga,POR,Midfilder,185,0,472
87500,23,Estoril Praia,Primiera Liga,POR,Midfilder,128,0,683
87500,20,BRG,Primiera Liga,FRA,Midfilder,14,0,6250
87500,24,VIZ,Primiera Liga,AUT,Forward,107,0,817
87500,24,VTSC,Primiera Liga,ANG,Forward,126,11,694
87500,23,PTM,Primiera Liga,POR,Midfilder,20,0,4375
87500,22,Benfica,Primiera Liga,POR,Midfilder,25,0,3500
87500,30,Casa Pia,Primiera Liga,POR,Midfilder,259,0,337
87500,25,Arouca,Primiera Liga,BRA,Defender,130,0,673
87500,27,PTM,Primiera Liga,JPN,Goalkeeper,160,6,546
87000,23,Atletico Pamplona,La Liga,ESP,Forward,65,0,1338
86000,18,Schalke 04,Bundesliga,GER,Forward,1,0,86000
86000,20,Spezia,Serie A,BIH,Goalkeeper,1,0,86000
86000,18,Fiorentina,Serie A,ITA,Midfilder,26,0,3307
84500,34,AC Ajaccio,Ligue 1 Uber Eats,COM,Defender,295,37,286
83000,33,PTM,Primiera Liga,BRA,Midfilder,371,0,223
83000,22,P. Ferreira,Primiera Liga,POR,Defender,37,0,2243
83000,24,Arouca,Primiera Liga,UKR,Defender,134,0,619
83000,35,Casa Pia,Primiera Liga,ANG,Goalkeeper,160,0,518
83000,21,P. Ferreira,Primiera Liga,GNB,Forward,36,0,2305
83000,21,Estoril Praia,Primiera Liga,SEN,Midfilder,86,0,965
83000,23,Casa Pia,Primiera Liga,BRA,Forward,111,0,747
83000,32,Santa Clara,Primiera Liga,FRA,Defender,236,0,351
83000,21,Estoril Praia,Primiera Liga,POR,Defender,25,0,3320
83000,29,MRT,Primiera Liga,ITA,Midfilder,219,0,378
83000,20,Benfica,Primiera Liga,POR,Defender,19,0,4368
83000,24,Gil Vicente,Primiera Liga,BRA,Forward,66,0,1257
83000,23,Arouca,Primiera Liga,ESP,Forward,124,0,669
83000,25,MRT,Primiera Liga,BRA,Midfilder,102,0,813
83000,23,Santa Clara,Primiera Liga,JPN,Forward,128,2,648
83000,29,Chaves,Primiera Liga,POR,Midfilder,280,0,296
83000,21,Gil Vicente,Primiera Liga,BRA,Goalkeeper,10,0,8300
83000,25,VIZ,Primiera Liga,CRO,Goalkeeper,173,0,479
83000,33,Chaves,Primiera Liga,BRA,Goalkeeper,160,0,518
83000,30,MRT,Primiera Liga,POR,Defender,216,0,384
80500,23,Estoril Praia,Primiera Liga,FRA,Defender,76,0,1059
80500,33,Arouca,Primiera Liga,POR,Midfilder,304,0,264
78500,23,BVT,Primiera Liga,GUI,Midfilder,78,6,1006
78500,18,Benfica,Primiera Liga,POR,Midfilder,1,0,78500
78500,25,PTM,Primiera Liga,BRA,Defender,71,0,1105
78500,23,VTSC,Primiera Liga,BRA,Midfilder,69,0,1137
78500,31,Chaves,Primiera Liga,NGA,Midfilder,178,10,441
78500,35,Chaves,Primiera Liga,CAN,Defender,281,32,279
78500,23,VIZ,Primiera Liga,POR,Midfilder,60,0,1308
78500,25,Santa Clara,Primiera Liga,TOG,Defender,164,4,478
78500,35,Casa Pia,Primiera Liga,POR,Defender,387,0,202
78500,23,PTM,Primiera Liga,BRA,Defender,37,0,2121
78500,18,Famalicao,Primiera Liga,BRA,Forward,5,0,15700
78500,19,P. Ferreira,Primiera Liga,POR,Midfilder,31,0,2532
78500,19,Benfica,Primiera Liga,POR,Forward,7,0,11214
78500,34,Casa Pia,Primiera Liga,CPV,Midfilder,204,13,384
78500,36,Gil Vicente,Primiera Liga,POR,Defender,479,0,163
78500,19,Sporting CP,Primiera Liga,CAN,Forward,16,0,4906
78500,27,Rio Ave,Primiera Liga,BRA,Defender,126,0,623
78500,33,Arouca,Primiera Liga,POR,Midfilder,390,0,201
78500,31,Casa Pia,Primiera Liga,BRA,Midfilder,231,0,339
78000,21,Arsenal,Premier League,ENG,Goalkeeper,8,0,9750
78000,20,Leicester,Premier League,ENG,Goalkeeper,8,0,9750
78000,19,Leeds,Premier League,ENG,Forward,5,0,15600
78000,20,Everton,Premier League,ENG,Midfilder,3,0,26000
78000,18,Wolves,Premier League,ENG,Defender,26,0,3000
78000,18,Arsenal,Premier League,WAL,Defender,4,0,19500
78000,18,Arsenal,Premier League,ENG,Defender,1,0,78000
78000,18,Everton,Premier League,ENG,Forward,5,0,15600
78000,19,Brentford,Premier League,IRL,Defender,7,0,11142
78000,21,Everton,Premier League,NOR,Midfilder,5,0,15600
78000,18,Aston Villa,Premier League,NED,Defender,1,0,78000
78000,33,Southampton,Premier League,ENG,Defender,293,0,266
78000,23,Tottenham,Premier League,ENG,Goalkeeper,34,0,2294
78000,21,Tottenham,Premier League,ENG,Midfilder,24,0,3250
78000,21,Crystal Palace,Premier League,ENG,Defender,17,0,4588
78000,20,Brentford,Premier League,ENG,Goalkeeper,11,0,7090
78000,20,West Ham,Premier League,ENG,Midfilder,16,0,4875
78000,20,Wolves,Premier League,ENG,Defender,17,0,4588
78000,20,Brentford,Premier League,ENG,Forward,9,0,8666
78000,19,Aston Villa,Premier League,ENG,Midfilder,12,0,6500
78000,19,Aston Villa,Premier League,ENG,Forward,30,0,2600
78000,19,Leicester,Premier League,POR,Midfilder,1,0,78000
78000,19,Brentford,Premier League,ENG,Forward,13,0,6000
78000,18,Leeds,Premier League,ESP,Forward,1,0,78000
78000,20,Aston Villa,Premier League,ENG,Defender,1,0,78000
78000,22,Brentford,Premier League,ALB,Midfilder,23,0,3391
76500,19,Brest,Ligue 1 Uber Eats,ENG,Midfilder,18,0,4250
75500,21,Union Berlin,Bundesliga,GER,Midfilder,30,0,2516
75500,21,Toulouse FC,Ligue 1 Uber Eats,FRA,Defender,45,0,1677
75000,24,Santa Clara,Primiera Liga,BRA,Goalkeeper,18,0,4166
74000,24,Arouca,Primiera Liga,GUI,Midfilder,52,12,1423
74000,25,Estoril Praia,Primiera Liga,POR,Goalkeeper,107,0,691
74000,24,PTM,Primiera Liga,BRA,Midfilder,63,0,1174
74000,20,FC Porto,Primiera Liga,POR,Midfilder,46,0,1608
74000,21,VTSC,Primiera Liga,POR,Defender,29,0,2551
74000,22,Gil Vicente,Primiera Liga,URU,Forward,97,0,762
74000,24,MRT,Primiera Liga,POR,Midfilder,104,0,711
74000,20,PTM,Primiera Liga,POR,Midfilder,12,0,6166
74000,23,Arouca,Primiera Liga,ENG,Defender,79,0,936
74000,22,Rio Ave,Primiera Liga,POR,Defender,51,0,1450
74000,21,VIZ,Primiera Liga,BRA,Defender,55,0,1345
74000,23,Casa Pia,Primiera Liga,POR,Forward,56,0,1321
74000,23,BVT,Primiera Liga,JPN,Midfilder,113,0,654
74000,22,Arouca,Primiera Liga,BRA,Midfilder,27,0,2740
73000,21,Bayer 04,Bundesliga,MAR,Midfilder,50,0,1460
73000,18,Capitoline,Serie A,ITA,Forward,6,0,12166
73000,18,Man UFC,Premier League,NOR,Midfilder,18,0,4055
73000,22,West Ham,Premier League,ENG,Goalkeeper,37,0,1972
73000,19,Everton,Premier League,NIR,Forward,3,0,24333
71500,30,P. Ferreira,Primiera Liga,BRA,Defender,183,0,390
71500,18,Bologna,Serie A,BEL,Forward,2,0,35750
71500,19,VTSC,Primiera Liga,POR,Defender,35,0,2042
71000,19,Milan,Serie A,SWE,Forward,10,0,7100
69500,27,MRT,Primiera Liga,BRA,Defender,130,0,534
69500,31,BVT,Primiera Liga,POR,Defender,281,0,247
69500,26,Chaves,Primiera Liga,POR,Midfilder,205,0,339
69500,30,Arouca,Primiera Liga,CRO,Defender,245,0,283
69000,26,AJ Auxerre,Ligue 1 Uber Eats,MAD,Defender,114,0,605
69000,18,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,7,0,9857
68500,19,Bayer 04,Bundesliga,GER,Defender,1,0,68500
67000,22,Santa Clara,Primiera Liga,BRA,Midfilder,67,0,1000
67000,29,Rio Ave,Primiera Liga,FRA,Midfilder,227,0,295
67000,21,PTM,Primiera Liga,BRA,Midfilder,46,0,1456
67000,22,SC Freiburg,Bundesliga,GER,Defender,54,0,1240
67000,21,MRT,Primiera Liga,COL,Defender,38,0,1763
67000,20,SC Freiburg,Bundesliga,GER,Defender,51,0,1313
67000,27,Estoril Praia,Primiera Liga,BRA,Forward,120,0,558
67000,22,Gil Vicente,Primiera Liga,ANG,Forward,57,1,1175
67000,23,P. Ferreira,Primiera Liga,ECU,Defender,28,1,2392
67000,21,BRG,Primiera Liga,POR,Forward,7,0,9571
67000,20,Casa Pia,Primiera Liga,ANG,Midfilder,49,0,1367
67000,27,VIZ,Primiera Liga,POR,Defender,176,0,380
67000,18,Empoli,Serie A,POR,Forward,40,0,1675
67000,28,Gil Vicente,Primiera Liga,FRA,Forward,216,0,310
67000,26,Rio Ave,Primiera Liga,POR,Midfilder,180,0,372
67000,25,P. Ferreira,Primiera Liga,POR,Defender,130,0,515
67000,26,PTM,Primiera Liga,FRA,Midfilder,111,0,603
67000,18,Udinese,Serie A,IRL,Defender,24,0,2791
67000,21,VIZ,Primiera Liga,USA,Midfilder,79,0,848
67000,22,VIZ,Primiera Liga,POR,Defender,50,0,1340
67000,22,VTSC,Primiera Liga,POR,Goalkeeper,41,0,1634
67000,25,Santa Clara,Primiera Liga,POR,Midfilder,196,0,341
67000,21,P. Ferreira,Primiera Liga,NED,Midfilder,60,0,1116
67000,28,VTSC,Primiera Liga,POR,Defender,255,0,262
67000,22,PTM,Primiera Liga,POR,Defender,54,0,1240
67000,24,PTM,Primiera Liga,BRA,Goalkeeper,23,0,2913
67000,22,Cadiz,La Liga,ESP,Defender,111,0,603
66500,21,Salento,Serie A,ITA,Goalkeeper,1,0,66500
65500,25,PTM,Primiera Liga,POR,Forward,123,0,532
65500,23,BVT,Primiera Liga,POR,Midfilder,38,0,1723
65500,26,P. Ferreira,Primiera Liga,POR,Defender,173,0,378
65500,19,Sporting CP,Primiera Liga,POR,Defender,19,0,3447
65000,24,Casa Pia,Primiera Liga,POR,Forward,106,0,613
65000,24,Casa Pia,Primiera Liga,BRA,Defender,79,0,822
65000,22,P. Ferreira,Primiera Liga,SCO,Midfilder,78,0,833
65000,20,Famalicao,Primiera Liga,AUS,Midfilder,42,0,1547
65000,24,Chaves,Primiera Liga,MOZ,Defender,115,11,565
65000,28,P. Ferreira,Primiera Liga,POR,Forward,213,0,305
65000,21,BRG,Primiera Liga,POR,Forward,35,0,1857
65000,35,Santa Clara,Primiera Liga,POR,Goalkeeper,363,0,179
65000,21,Estoril Praia,Primiera Liga,NGA,Forward,77,0,844
65000,18,Tottenham,Premier League,ENG,Defender,6,0,10833
65000,20,Benfica,Primiera Liga,CPV,Forward,2,7,32500
65000,24,Santa Clara,Primiera Liga,POR,Forward,129,0,503
65000,27,Chaves,Primiera Liga,POR,Midfilder,187,0,347
65000,18,Man UFC,Premier League,ARG,Forward,7,0,9285
65000,18,Sporting CP,Primiera Liga,POR,Defender,1,0,65000
65000,22,Famalicao,Primiera Liga,POR,Forward,49,0,1326
65000,26,PTM,Primiera Liga,SEN,Defender,107,0,607
64000,18,Bologna,Serie A,ITA,Forward,4,0,16000
63000,23,Casa Pia,Primiera Liga,BRA,Forward,52,0,1211
62500,30,PTM,Primiera Liga,BRA,Defender,180,0,347
62500,28,PTM,Primiera Liga,POR,Midfilder,277,0,225
62500,22,Chaves,Primiera Liga,POR,Forward,22,0,2840
62500,27,Chaves,Primiera Liga,BRA,Forward,80,0,781
62500,25,Santa Clara,Primiera Liga,POR,Forward,162,0,385
62500,24,PTM,Primiera Liga,BRA,Forward,83,0,753
61500,20,Strasbourg,Ligue 1 Uber Eats,JPN,Forward,88,0,698
61000,23,Gil Vicente,Primiera Liga,BRA,Defender,41,0,1487
60500,23,BVT,Primiera Liga,NGA,Defender,46,0,1315
60500,20,Santa Clara,Primiera Liga,BRA,Defender,6,0,10083
60500,20,VTSC,Primiera Liga,POR,Defender,56,0,1080
60500,29,Casa Pia,Primiera Liga,BIH,Defender,224,0,270
60500,21,Famalicao,Primiera Liga,POR,Defender,3,0,20166
60500,29,Casa Pia,Primiera Liga,BRA,Defender,237,0,255
60500,20,Sporting CP,Primiera Liga,GAM,Midfilder,1,0,60500
60500,27,Rio Ave,Primiera Liga,POR,Midfilder,179,0,337
60500,24,Sampdoria,Serie A,ITA,Forward,131,0,461
60500,21,Cremonese,Serie A,POL,Goalkeeper,22,0,2750
60500,20,Atalanta,Serie A,ITA,Defender,20,0,3025
60500,26,Brianza,Serie A,EQG,Midfilder,140,20,432
60000,19,Cremonese,Serie A,GHA,Forward,17,6,3529
59000,22,Parthenope,Serie A,ITA,Goalkeeper,73,0,808
58500,18,Benfica,Primiera Liga,POR,Midfilder,11,0,5318
58500,26,P. Ferreira,Primiera Liga,POR,Defender,117,0,500
58500,26,Gil Vicente,Primiera Liga,POR,Defender,143,0,409
58500,19,Benfica,Primiera Liga,POR,Defender,1,0,58500
58500,18,Bologna,Serie A,FIN,Midfilder,35,0,1671
58000,22,Gil Vicente,Primiera Liga,GHA,Forward,1,0,58000
57000,21,Hoffenheim,Bundesliga,USA,Forward,25,0,2280
56000,22,Gil Vicente,Primiera Liga,BRA,Defender,56,0,1000
56000,25,PTM,Primiera Liga,POR,Defender,157,0,356
56000,25,VIZ,Primiera Liga,CIV,Defender,84,0,666
56000,23,PTM,Primiera Liga,BRA,Forward,50,0,1120
56000,20,Santa Clara,Primiera Liga,BRA,Defender,23,0,2434
56000,23,Santa Clara,Primiera Liga,POR,Defender,89,0,629
55500,26,Salento,Serie A,ITA,Defender,173,0,320
54500,24,Casa Pia,Primiera Liga,BRA,Defender,54,0,1009
54000,20,A. Madrid,La Liga,ESP,Forward,34,0,1588
54000,21,Casa Pia,Primiera Liga,VEN,Defender,142,0,380
54000,24,Rio Ave,Primiera Liga,CRO,Defender,118,0,457
53500,18,Udinese,Serie A,BEL,Forward,9,0,5944
53500,20,Udinese,Serie A,POR,Defender,19,0,2815
53500,18,Barcelona,La Liga,ESP,Midfilder,21,0,2547
52000,31,Arouca,Primiera Liga,VEN,Defender,191,28,272
52000,22,PTM,Primiera Liga,BRA,Midfilder,25,0,2080
52000,18,Benfica,Primiera Liga,MOZ,Forward,7,0,7428
52000,24,Troyes,Ligue 1 Uber Eats,ENG,Forward,55,0,945
52000,23,Santa Clara,Primiera Liga,POR,Defender,51,0,1019
52000,26,Arouca,Primiera Liga,BRA,Defender,49,0,1061
52000,21,BVT,Primiera Liga,POR,Defender,22,0,2363
52000,18,Leicester,Premier League,ENG,Defender,1,0,52000
52000,19,Tottenham,Premier League,EST,Defender,31,16,1677
52000,19,Chelsea,Premier League,ENG,Forward,18,0,2888
52000,21,Nottm Forest,Premier League,SWE,Forward,4,0,13000
52000,18,Aston Villa,Premier League,ENG,Forward,1,0,52000
52000,18,Arsenal,Premier League,IRL,Midfilder,4,0,13000
52000,21,Everton,Premier League,ENG,Defender,1,0,52000
52000,18,Everton,Premier League,NIR,Midfilder,1,0,52000
52000,18,Leicester,Premier League,ENG,Forward,1,0,52000
52000,21,Nottm Forest,Premier League,SCO,Goalkeeper,46,0,1130
52000,19,West Ham,Premier League,ENG,Defender,3,0,17333
52000,19,Aston Villa,Premier League,ENG,Defender,32,0,1625
52000,19,Wolves,Premier League,NIR,Defender,16,0,3250
52000,21,Wolves,Premier League,CHN,Forward,10,0,5200
52000,20,Arouca,Primiera Liga,POR,Defender,16,0,3250
51500,22,Parthenope,Serie A,FRA,Defender,16,0,3218
51500,22,Salento,Serie A,FRA,Defender,50,0,1030
51500,22,PTM,Primiera Liga,CIV,Defender,41,0,1256
51500,18,VIZ,Primiera Liga,USA,Forward,20,0,2575
51500,27,Santa Clara,Primiera Liga,POR,Goalkeeper,129,0,399
51500,31,Casa Pia,Primiera Liga,CPV,Midfilder,321,1,160
50500,26,Chaves,Primiera Liga,BRA,Goalkeeper,98,0,515
50000,20,AC Ajaccio,Ligue 1 Uber Eats,FRA,Midfilder,43,0,1162
49500,23,Chaves,Primiera Liga,CIV,Defender,50,0,990
49000,22,RC Lens,Ligue 1 Uber Eats,POL,Midfilder,111,0,441
49000,22,Montpellier,Ligue 1 Uber Eats,FRA,Midfilder,84,0,583
47500,26,Arouca,Primiera Liga,BRA,Goalkeeper,30,0,1583
47000,21,P. Ferreira,Primiera Liga,POR,Defender,39,0,1205
47000,21,BRG,Primiera Liga,EQG,Forward,2,10,23500
47000,20,Atalanta,Serie A,CZE,Midfilder,2,0,23500
47000,21,Fulham,Premier League,ENG,Midfilder,20,0,2350
47000,19,Crystal Palace,Premier League,ENG,Defender,32,0,1468
47000,19,Tottenham,Premier League,IRL,Goalkeeper,1,0,47000
46000,19,Fiorentina,Serie A,BUL,Midfilder,7,0,6571
45500,19,Milan,Serie A,ITA,Forward,1,0,45500
45000,23,Arouca,Primiera Liga,BRA,Forward,32,0,1406
44000,20,Aston Villa,Premier League,ENG,Forward,5,0,8800
43500,24,P. Ferreira,Primiera Liga,SVN,Goalkeeper,107,0,406
43500,21,Santa Clara,Primiera Liga,BRA,Midfilder,26,0,1673
43500,23,Montpellier,Ligue 1 Uber Eats,POR,Goalkeeper,6,0,7250
43500,21,Gil Vicente,Primiera Liga,BRA,Defender,3,0,14500
43500,22,Famalicao,Primiera Liga,POR,Defender,7,0,6214
43500,20,Arouca,Primiera Liga,BRA,Forward,23,0,1891
43500,20,Estoril Praia,Primiera Liga,POR,Midfilder,8,0,5437
43500,23,PTM,Primiera Liga,POR,Midfilder,5,0,8700
43500,20,BRG,Primiera Liga,BRA,Goalkeeper,1,0,43500
43500,22,PTM,Primiera Liga,POR,Forward,33,0,1318
43000,21,Hertha Berlin,Bundesliga,SUI,Forward,27,0,1592
43000,28,FC Bayern,Bundesliga,GER,Goalkeeper,67,0,641
42500,21,Rio Ave,Primiera Liga,POR,Forward,33,0,1287
42500,21,Estoril Praia,Primiera Liga,FRA,Midfilder,33,0,1287
42500,19,Famalicao,Primiera Liga,POR,Midfilder,14,0,3035
41500,19,Sampdoria,Serie A,VEN,Midfilder,60,1,691
41500,20,Bournemouth,Premier League,ENG,Defender,15,0,2766
41500,20,Newcastle,Premier League,ENG,Defender,6,0,6916
41500,18,Newcastle,Premier League,IRL,Defender,31,0,1338
41500,20,BRG,Primiera Liga,POR,Defender,11,0,3772
41000,18,Bologna,Serie A,ITA,Goalkeeper,1,0,41000
40500,19,Capitoline,Serie A,BIH,Midfilder,26,0,1557
40500,22,Bologna,Serie A,ITA,Goalkeeper,56,0,723
40000,21,Liverpool,Premier League,NIR,Goalkeeper,9,0,4444
39000,24,Casa Pia,Primiera Liga,BRA,Goalkeeper,27,0,1444
39000,22,BVT,Primiera Liga,POR,Forward,33,0,1181
39000,19,Man UFC,Premier League,NIR,Goalkeeper,13,0,3000
39000,19,FC Nantes,Ligue 1 Uber Eats,FRA,Midfilder,3,0,13000
39000,18,Leicester,Premier League,IRL,Goalkeeper,3,0,13000
39000,18,West Ham,Premier League,ENG,Defender,2,0,19500
39000,18,Leeds,Premier League,ENG,Defender,1,0,39000
38500,18,Bologna,Serie A,ITA,Defender,1,0,38500
38500,21,RC Lens,Ligue 1 Uber Eats,FRA,Forward,23,0,1673
38500,22,VIZ,Primiera Liga,ESP,Midfilder,64,0,601
38000,19,Atalanta,Serie A,ITA,Forward,1,0,38000
38000,24,Santa Clara,Primiera Liga,POR,Forward,84,0,452
38000,28,PTM,Primiera Liga,KOR,Defender,238,13,159
38000,22,Famalicao,Primiera Liga,BRA,Defender,6,0,6333
38000,21,PTM,Primiera Liga,BRA,Midfilder,2,0,19000
37500,19,Fiorentina,Serie A,ITA,Forward,1,0,37500
37500,18,Real Hispalis,La Liga,ESP,Defender,3,0,12500
37500,20,P. Ferreira,Primiera Liga,POR,Midfilder,1,0,37500
37500,21,Angers SCO,Ligue 1 Uber Eats,GAB,Forward,23,4,1630
37000,24,Casa Pia,Primiera Liga,BRA,Goalkeeper,15,0,2466
37000,23,Brest,Ligue 1 Uber Eats,FRA,Goalkeeper,7,0,5285
36500,18,Newcastle,Premier League,ENG,Forward,5,0,7300
36500,21,Nottm Forest,Premier League,ENG,Goalkeeper,7,0,5214
36000,20,Cremonese,Serie A,ITA,Midfilder,31,0,1161
36000,19,Salento,Serie A,FIN,Goalkeeper,4,0,9000
36000,21,Inter,Serie A,ITA,Midfilder,9,0,4000
35500,22,Atalanta,Serie A,SEN,Goalkeeper,21,0,1690
35000,19,Bologna,Serie A,NED,Midfilder,8,0,4375
35000,19,Bologna,Serie A,FIN,Defender,42,0,833
34500,20,Fulham,Premier League,ENG,Forward,23,0,1500
34500,18,Brianza,Serie A,ITA,Forward,19,0,1815
34500,20,SC Freiburg,Bundesliga,GER,Midfilder,51,0,676
34500,32,MRT,Primiera Liga,BRA,Goalkeeper,123,0,280
34500,21,Brianza,Serie A,ITA,Midfilder,63,0,547
34000,18,Brentford,Premier League,IRL,Defender,16,0,2125
33500,20,Bologna,Serie A,ITA,Forward,2,0,16750
33500,18,Atalanta,Serie A,ZAM,Midfilder,22,0,1522
33500,20,BRG,Primiera Liga,SRB,Defender,2,0,16750
33500,20,VIZ,Primiera Liga,NGA,Forward,4,0,8375
33500,22,Gil Vicente,Primiera Liga,POR,Goalkeeper,2,0,16750
33500,21,BRG,Primiera Liga,POR,Midfilder,14,0,2392
33500,19,VIZ,Primiera Liga,USA,Midfilder,17,0,1970
33500,20,PTM,Primiera Liga,BRA,Defender,3,0,11166
33500,21,Famalicao,Primiera Liga,POR,Defender,29,0,1155
33500,20,Famalicao,Primiera Liga,POR,Goalkeeper,1,0,33500
32500,19,Fiorentina,Serie A,ALB,Forward,4,0,8125
32500,22,Rio Ave,Primiera Liga,BRA,Goalkeeper,14,0,2321
32000,22,Arouca,Primiera Liga,POR,Goalkeeper,52,0,615
32000,19,Torino,Serie A,ITA,Goalkeeper,33,0,969
31500,19,Fiorentina,Serie A,ITA,Forward,3,0,10500
31500,18,Salento,Serie A,ROU,Midfilder,3,0,10500
31500,19,Lazio,Serie A,PAR,Forward,29,0,1086
31500,20,P. Ferreira,Primiera Liga,POR,Defender,30,0,1050
31500,18,Sassuolo,Serie A,IRL,Defender,20,0,1575
31000,18,Tottenham,Premier League,ENG,Defender,4,0,7750
31000,18,Brighton,Premier League,IRL,Defender,1,0,31000
31000,20,Fulham,Premier League,FIN,Forward,36,0,861
31000,18,Crystal Palace,Premier League,ENG,Forward,5,0,6200
31000,19,Brighton,Premier League,FRA,Midfilder,2,0,15500
31000,22,Eintracht Frankfurt,Bundesliga,CRO,Defender,75,0,413
31000,20,MRT,Primiera Liga,POR,Midfilder,7,0,4428
31000,18,BRG,Primiera Liga,POR,Defender,2,0,15500
31000,21,BVT,Primiera Liga,POR,Goalkeeper,2,0,15500
31000,18,Estoril Praia,Primiera Liga,POR,Midfilder,7,0,4428
31000,21,BRG,Primiera Liga,POR,Defender,1,0,31000
31000,18,BRG,Primiera Liga,ANG,Forward,17,0,1823
31000,19,Juventus,Serie A,ITA,Forward,6,0,5166
31000,21,MRT,Primiera Liga,NGA,Midfilder,5,0,6200
31000,19,VIZ,Primiera Liga,POR,Defender,1,0,31000
30000,24,Arouca,Primiera Liga,USA,Forward,157,0,191
29000,20,Estoril Praia,Primiera Liga,BEL,Midfilder,5,0,5800
29000,20,Estoril Praia,Primiera Liga,BRA,Midfilder,45,0,644
29000,20,Gil Vicente,Primiera Liga,CRC,Midfilder,93,4,311
29000,18,FC Augsburg,Bundesliga,GER,Midfilder,3,0,9666
29000,18,FC Augsburg,Bundesliga,LTU,Midfilder,18,0,1611
29000,18,Schalke 04,Bundesliga,POL,Defender,18,0,1611
29000,18,RB Leipzig,Bundesliga,GHA,Forward,1,0,29000
29000,18,RB Leipzig,Bundesliga,SUI,Forward,1,0,29000
29000,25,1. FC Koln,Bundesliga,GER,Goalkeeper,1,0,29000
29000,28,AC Ajaccio,Ligue 1 Uber Eats,FRA,Goalkeeper,13,0,2230
29000,18,Troyes,Ligue 1 Uber Eats,FRA,Forward,6,0,4833
29000,18,FC Nantes,Ligue 1 Uber Eats,FRA,Goalkeeper,1,0,29000
29000,18,Reims,Ligue 1 Uber Eats,SEN,Defender,14,0,2071
28500,19,VIZ,Primiera Liga,VEN,Forward,48,0,593
28000,24,Arouca,Primiera Liga,NGA,Forward,91,0,307
28000,22,Arouca,Primiera Liga,BRA,Defender,33,0,848
27500,19,Verona,Serie A,ITA,Forward,3,0,9166
27500,18,Fulham,Premier League,ENG,Forward,1,0,27500
27000,18,Hertha Berlin,Bundesliga,GER,Defender,1,0,27000
26500,20,Salento,Serie A,ITA,Defender,13,0,2038
26000,19,Nottm Forest,Premier League,ENG,Forward,2,0,13000
26000,18,Leeds,Premier League,NIR,Midfilder,4,0,6500
26000,19,Southampton,Premier League,ENG,Goalkeeper,36,0,722
26000,18,Wolves,Premier League,ISL,Goalkeeper,1,0,26000
26000,19,Bournemouth,Premier League,ENG,Midfilder,6,0,4333
26000,18,Wolves,Premier League,JAM,Forward,5,0,5200
26000,18,Nottm Forest,Premier League,ENG,Midfilder,2,0,13000
26000,20,Brentford,Premier League,ENG,Midfilder,26,0,1000
